Start Date,Bands,Is Local,Venue,Location,Ranking,Rating,Paid,Discount,dist_from_home,drive_time,capacity,Scrobbles Before Concert,Album Name,Release Date,Tier,Waited,Venue Location,Full Address
2024-06-13,Gregory Allen Isakov,0.0,Miller High Life Theatre,"Milwaukee, Wisconsin, United States",36,4.0,0,Street Team,4.5,13,4086,26,,,,,"Miller High Life Theatre, Milwaukee, Wisconsin, United States",Miller High Life Theatre
2024-06-14,Iron & Wine,0.0,Pabst Theater,"Milwaukee, Wisconsin, United States",19,4.5,0,Street Team,4.9,14,1279,36,,,,,"Pabst Theater, Milwaukee, Wisconsin, United States",Pabst Theater
2024-06-14,Ken Pomeroy,0.0,Pabst Theater,"Milwaukee, Wisconsin, United States",19,4.5,0,Street Team,4.9,14,1279,4,,,,,"Pabst Theater, Milwaukee, Wisconsin, United States",Pabst Theater
2024-06-21,Charlotte Cardin,0.0,Summerfest Grounds at Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",34,4.0,0,Summerfest Promo,7.1,11,10000,50,99 Nights,2023-08-25,Top 25,301 day(s),"Summerfest Grounds at Henry Maier Festival Park, Milwaukee, Wisconsin, United States","200 N Harbor Dr, Milwaukee, WI 53202"
2024-06-21,Taylor Bennett,0.0,Summerfest Grounds at Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",34,4.0,0,Summerfest Promo,7.1,11,10000,1,,,,,"Summerfest Grounds at Henry Maier Festival Park, Milwaukee, Wisconsin, United States","200 N Harbor Dr, Milwaukee, WI 53202"
2024-06-27,Brigitte Calls Me Baby,0.0,Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,8,The Future Is Our Way Out,2024-08-02,Top 50,,"Henry Maier Festival Park, Milwaukee, Wisconsin, United States",Henry Maier Festival Park
2024-06-27,grouptherapy.,0.0,Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,0,,,,,"Henry Maier Festival Park, Milwaukee, Wisconsin, United States",Henry Maier Festival Park
2024-07-04,Say She She,0.0,Summerfest Grounds at Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,16,,,,,"Summerfest Grounds at Henry Maier Festival Park, Milwaukee, Wisconsin, United States","200 N Harbor Dr, Milwaukee, WI 53202"
2024-07-04,Wave Chapelle,1.0,Summerfest Grounds at Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,470,Can't Stop Won't Stop,2023-05-05,Top 100,426 day(s),"Summerfest Grounds at Henry Maier Festival Park, Milwaukee, Wisconsin, United States","200 N Harbor Dr, Milwaukee, WI 53202"
2024-07-04,Ellie Jackson,1.0,Summerfest Grounds at Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,5,,,,,"Summerfest Grounds at Henry Maier Festival Park, Milwaukee, Wisconsin, United States","200 N Harbor Dr, Milwaukee, WI 53202"
2024-07-04,Reyna,1.0,Summerfest Grounds at Henry Maier Festival Park,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,5,,,,,"Summerfest Grounds at Henry Maier Festival Park, Milwaukee, Wisconsin, United States","200 N Harbor Dr, Milwaukee, WI 53202"
2024-07-05,Local Natives,0.0,Summerfest,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,303,Time Will Wait For No One,2023-07-07,Top 50,364 day(s),"Summerfest, Milwaukee, Wisconsin, United States",Summerfest
2024-07-06,Amy Grant,0.0,Summerfest,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.1,11,10000,12,,,,,"Summerfest, Milwaukee, Wisconsin, United States",Summerfest
2024-07-31,Max Niemann and the Fellow Traveles,1.0,Humboldt Park,"Milwaukee, Wisconsin, United States",48,3.5,0,Public Park,11.1,17,100,23,,,,,"Humboldt Park, Milwaukee, Wisconsin, United States",Humboldt Park
2024-08-01,Ra Ra Riot,0.0,88Nine Radio Milwaukee Studios,"Milwaukee, Wisconsin, United States",49,3.5,0,88nine Member,7.3,13,100,26,,,,,"88Nine Radio Milwaukee Studios, Milwaukee, Wisconsin, United States",88Nine Radio Milwaukee Studios
2024-08-01,Katy Kirby,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",54,3.0,1,Unknown,9.5,15,150,439,Blue Raspberry (Deluxe),2024-07-12,Top 50,20 day(s),"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-08-01,Mei Semones,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",54,3.0,1,Unknown,9.5,15,150,1,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-08-01,Maximiano,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",54,3.0,1,Unknown,9.5,15,150,0,The Real Truth,2024-09-07,Top 25,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-08-02,J.E. Sunde,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",5,5.0,1,Unknown,9.5,15,150,79,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-08-02,Caley Conway,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",5,5.0,1,Unknown,9.5,15,150,7,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-08-07,Bats,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",21,4.5,1,Unknown,9.5,15,150,59,Good Game Baby,2024-03-01,Top 10,159 day(s),"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-08-17,Reyna,1.0,Vivarium,"Milwaukee, Wisconsin, United States",22,4.5,0,Street Team,5.5,16,450,5,,,,,"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-08-17,Vic and Gab,1.0,Vivarium,"Milwaukee, Wisconsin, United States",22,4.5,0,Street Team,5.5,16,450,3,,,,,"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-08-17,Eliza Hanson,1.0,Vivarium,"Milwaukee, Wisconsin, United States",22,4.5,0,Street Team,5.5,16,450,1,,,,,"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-08-21,Talib Kweli,0.0,"Peck Pavilion, Marcus Center for the Performing Arts","Milwaukee, Wisconsin, United States",18,4.5,0,Summer of Soul,4.8,14,396,0,,,,,"Peck Pavilion, Marcus Center for the Performing Arts, Milwaukee, Wisconsin, United States","929 N Water St, Milwaukee, WI 53202"
2024-08-22,Lindsey Stirling,0.0,Miller High Life Theatre,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,4.5,13,4086,9,,,,,"Miller High Life Theatre, Milwaukee, Wisconsin, United States",Miller High Life Theatre
2024-08-22,Walk Off The Earth,0.0,Miller High Life Theatre,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,4.5,13,4086,13,,,,,"Miller High Life Theatre, Milwaukee, Wisconsin, United States",Miller High Life Theatre
2024-08-23,Maggie Rose,0.0,Vivarium,"Milwaukee, Wisconsin, United States",14,4.5,0,Street Team,5.5,16,450,34,No One Gets Out Alive,2024-04-05,Top 25,140 day(s),"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-09-04,Silversun Pickups,0.0,The Rave,"Milwaukee, Wisconsin, United States",46,3.5,0,Rave Contest,4.9,10,100,58,,,,,"The Rave, Milwaukee, Wisconsin, United States",The Rave
2024-09-04,Speedy Ortiz,0.0,The Rave,"Milwaukee, Wisconsin, United States",46,3.5,0,Rave Contest,4.9,10,100,2,,,,,"The Rave, Milwaukee, Wisconsin, United States",The Rave
2024-09-07,Maximiano,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",8,5.0,1,Unknown,9.5,15,150,30,The Real Truth,2024-09-07,Top 25,0 day(s),"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-09-07,Long Mama,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",8,5.0,1,Unknown,9.5,15,150,4,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-09-07,King Courteen,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",8,5.0,1,Unknown,9.5,15,150,11,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-09-14,Charlie Bliss,0.0,X-Ray Arcade,"Cudahy, Wisconsin, United States",0,0.0,1,Unknown,13.8,21,275,4,,,,,"X-Ray Arcade, Cudahy, Wisconsin, United States",X-Ray Arcade
2024-09-14,Raffaella,1.0,X-Ray Arcade,"Cudahy, Wisconsin, United States",0,0.0,1,Unknown,13.8,21,275,2,,,,,"X-Ray Arcade, Cudahy, Wisconsin, United States",X-Ray Arcade
2024-09-17,Arlo Parks,0.0,The Rave,"Milwaukee, Wisconsin, United States",55,3.0,0,Rave Contest,4.9,10,100,157,Collapsed In Sunbeams,2021-01-29,Top 25,1327 day(s),"The Rave, Milwaukee, Wisconsin, United States",The Rave
2024-09-17,Social Cig,0.0,The Rave,"Milwaukee, Wisconsin, United States",55,3.0,0,Rave Contest,4.9,10,100,9,,,,,"The Rave, Milwaukee, Wisconsin, United States",The Rave
2024-09-20,Dessa,0.0,Vivarium,"Milwaukee, Wisconsin, United States",23,4.5,0,Street Team,5.5,16,450,18,,,,,"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-09-20,Wave Chapelle,1.0,Vivarium,"Milwaukee, Wisconsin, United States",23,4.5,0,Street Team,5.5,16,450,470,Can't Stop Won't Stop,2023-05-05,Top 100,504 day(s),"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-09-29,Kaitlin Butts,0.0,Vivarium,"Milwaukee, Wisconsin, United States",24,4.5,0,Street Team,5.5,16,450,89,Roadrunner!,2024-06-28,Top 50,93 day(s),"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-09-29,Angel White,0.0,Vivarium,"Milwaukee, Wisconsin, United States",24,4.5,0,Street Team,5.5,16,450,0,,,,,"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-10-04,Yard Act,0.0,88Nine Radio Milwaukee Studios,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,7.3,13,100,71,Where’s My Utopia?,2024-03-01,Top 100,217 day(s),"88Nine Radio Milwaukee Studios, Milwaukee, Wisconsin, United States",88Nine Radio Milwaukee Studios
2024-10-04,Marika Hackman,0.0,Vivarium,"Milwaukee, Wisconsin, United States",27,4.0,0,Street Team,5.5,16,450,339,Big Sigh,2024-01-12,Top 25,266 day(s),"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-10-04,Art School Girlfriend,0.0,Vivarium,"Milwaukee, Wisconsin, United States",27,4.0,0,Street Team,5.5,16,450,1,,,,,"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-10-11,Horseshoes & Hand Grenades,1.0,Pabst Theater,"Milwaukee, Wisconsin, United States",38,4.0,0,Street Team,4.9,14,1279,3,,,,,"Pabst Theater, Milwaukee, Wisconsin, United States",Pabst Theater
2024-10-11,Ladybird,1.0,Pabst Theater,"Milwaukee, Wisconsin, United States",38,4.0,0,Street Team,4.9,14,1279,13,Amy Come on Home,2024-05-17,Top 100,147 day(s),"Pabst Theater, Milwaukee, Wisconsin, United States",Pabst Theater
2024-10-18,Jacob Slade,1.0,Riverwalk Commons,"Milwaukee, Wisconsin, United States",51,3.5,0,Public Park,6.4,12,100,121,Soft Spoken,2023-10-13,Top 25,371 day(s),"Riverwalk Commons, Milwaukee, Wisconsin, United States",Riverwalk Commons
2024-10-24,The Nunnery,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,9.5,15,150,191,Floating Gardens,2022-01-14,Top 25,1014 day(s),"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-10-24,Dosh,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,9.5,15,150,3,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-10-24,Luke Callen,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,9.5,15,150,1,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-10-24,Maximiano,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,9.5,15,150,90,The Real Truth,2024-09-07,Top 25,47 day(s),"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-10-24,Jesse Walkers Hitch,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,9.5,15,150,85,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-11-02,The Menzingers,0.0,The Rave,"Milwaukee, Wisconsin, United States",15,4.5,0,Rave Contest,4.9,10,1000,43,Some Of It Was True,2023-10-13,Top 50,386 day(s),"The Rave, Milwaukee, Wisconsin, United States",The Rave
2024-11-02,Direct Hit!,1.0,The Rave,"Milwaukee, Wisconsin, United States",15,4.5,0,Rave Contest,4.9,10,1000,1,,,,,"The Rave, Milwaukee, Wisconsin, United States",The Rave
2024-11-02,Holy Pinto,1.0,The Rave,"Milwaukee, Wisconsin, United States",15,4.5,0,Rave Contest,4.9,10,1000,3,,,,,"The Rave, Milwaukee, Wisconsin, United States",The Rave
2024-11-09,Haley Heynderickx,0.0,Vivarium,"Milwaukee, Wisconsin, United States",7,5.0,0,Street Team,5.5,16,450,131,Seed of a Seed,2024-11-01,Top 25,8 day(s),"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-11-09,Lily Breshears,0.0,Vivarium,"Milwaukee, Wisconsin, United States",7,5.0,0,Street Team,5.5,16,450,3,,,,,"Vivarium, Milwaukee, Wisconsin, United States",Vivarium
2024-11-13,Modest Mouse,0.0,The Riverside Theater,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,5.5,12,2450,88,,,,,"The Riverside Theater, Milwaukee, Wisconsin, United States",The Riverside Theater
2024-11-13,The Black Heart Procession,0.0,The Riverside Theater,"Milwaukee, Wisconsin, United States",0,0.0,1,Unknown,5.5,12,2450,1,,,,,"The Riverside Theater, Milwaukee, Wisconsin, United States",The Riverside Theater
2024-12-26,Johanna Rose,0.0,Cactus Club,"Milwaukee, Wisconsin, United States",26,4.5,1,Unknown,9.5,15,150,0,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-12-26,Ellie Jackson,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",26,4.5,1,Unknown,9.5,15,150,7,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
2024-12-26,Bitch Creek,1.0,Cactus Club,"Milwaukee, Wisconsin, United States",26,4.5,1,Unknown,9.5,15,150,9,,,,,"Cactus Club, Milwaukee, Wisconsin, United States",Cactus Club
